dealt,desired,first_to_play,dealer,wild_suit,player0desired,player1desired,player2desired,player3desired,result,hand1,hand2,hand3,hand4,hand5,hand6,hand7,hand8,hand9,deciding_player
2,0,1,3,4,-1,0,-1,-1,1,24,33,44,44,44,44,44,44,44,2
1,0,1,0,0,-1,0,0,0,1,23,44,44,44,44,44,44,44,44,0
1,0,1,0,0,-1,-1,-1,-1,1,31,44,44,44,44,44,44,44,44,1
1,0,1,0,0,-1,0,-1,-1,1,19,44,44,44,44,44,44,44,44,2
9,0,3,1,0,3,1,-1,4,1,28,8,16,4,31,6,15,11,19,2
9,1,1,2,0,-1,2,2,1,1,1,11,5,27,21,28,24,22,20,0
9,2,1,2,0,-1,-1,-1,-1,1,17,25,8,18,14,34,31,23,16,1
9,0,1,3,0,-1,-1,-1,-1,1,16,25,5,19,9,33,0,12,31,1
1,0,1,0,3,-1,0,0,1,1,4,44,44,44,44,44,44,44,44,0
1,0,1,0,3,-1,-1,-1,-1,1,16,44,44,44,44,44,44,44,44,1
1,0,1,0,3,-1,0,-1,-1,1,12,44,44,44,44,44,44,44,44,2
1,1,1,0,3,-1,0,0,-1,1,33,44,44,44,44,44,44,44,44,3
2,0,3,1,1,-1,-1,-1,1,1,28,30,44,44,44,44,44,44,44,0
2,0,3,1,1,0,-1,-1,1,1,4,0,44,44,44,44,44,44,44,1
3,0,3,2,1,-1,-1,-1,0,1,28,13,2,44,44,44,44,44,44,0
3,0,3,2,1,0,-1,-1,0,1,11,24,1,44,44,44,44,44,44,1
4,0,3,3,1,-1,-1,-1,4,1,1,18,32,13,44,44,44,44,44,0
5,0,2,0,1,-1,-1,4,4,1,14,17,24,28,16,44,44,44,44,0
6,0,1,1,1,-1,-1,-1,-1,1,13,21,5,9,33,29,44,44,44,1
7,2,0,2,0,-1,-1,-1,-1,1,16,0,9,24,26,4,34,44,44,0
7,1,0,2,0,2,-1,-1,-1,1,20,27,25,5,1,18,8,44,44,1
8,2,0,3,1,-1,-1,-1,-1,1,34,7,18,25,16,19,14,12,44,0
9,3,0,0,1,1,1,9,-1,1,19,30,11,21,33,2,34,10,5,3
9,2,0,1,1,2,-1,-1,-1,1,10,34,29,13,25,6,4,9,31,1
9,0,0,2,1,0,2,-1,-1,1,10,20,22,2,21,18,25,30,4,2
7,1,2,1,2,-1,-1,7,2,1,3,19,34,6,7,0,16,44,44,0
7,1,2,1,2,1,-1,7,2,1,1,29,24,12,11,15,10,44,44,1
6,0,3,2,2,-1,-1,-1,6,1,5,22,10,25,11,9,44,44,44,0
6,3,3,2,2,0,1,-1,6,1,30,26,4,29,18,27,44,44,44,2
5,0,2,3,2,-1,-1,0,2,1,7,26,23,30,19,44,44,44,44,0
4,0,1,0,0,-1,-1,-1,-1,1,4,6,20,0,44,44,44,44,44,1
3,0,0,1,1,-1,-1,-1,-1,1,10,5,4,44,44,44,44,44,44,0
2,0,3,2,4,-1,-1,-1,1,1,20,6,44,44,44,44,44,44,44,0
1,0,1,3,2,-1,0,0,0,1,28,44,44,44,44,44,44,44,44,0
1,0,1,3,2,-1,0,-1,-1,1,19,44,44,44,44,44,44,44,44,2
1,0,1,3,2,-1,0,0,-1,1,15,44,44,44,44,44,44,44,44,3
9,0,1,0,2,-1,3,2,0,1,22,29,26,12,4,25,5,13,2,0
9,2,1,0,2,-1,3,-1,-1,1,16,30,9,27,7,23,8,17,19,2
9,3,0,2,2,1,-1,-1,-1,1,27,29,17,34,32,20,19,11,6,1
1,0,0,3,3,-1,-1,-1,-1,1,10,44,44,44,44,44,44,44,44,0
1,0,0,3,3,0,0,-1,-1,1,27,44,44,44,44,44,44,44,44,2
2,0,1,0,3,-1,-1,-1,-1,1,10,2,44,44,44,44,44,44,44,1
2,1,1,0,3,-1,0,1,-1,1,18,20,44,44,44,44,44,44,44,3
3,1,0,1,3,-1,-1,-1,-1,1,34,11,3,44,44,44,44,44,44,0
3,1,0,1,3,1,-1,-1,-1,1,12,31,29,44,44,44,44,44,44,1
4,1,3,2,1,-1,-1,-1,0,1,20,16,10,19,44,44,44,44,44,0
4,1,3,2,1,1,-1,-1,0,1,23,18,17,9,44,44,44,44,44,1
4,1,3,2,1,1,1,-1,0,1,24,11,2,21,44,44,44,44,44,2
5,1,2,3,1,-1,-1,4,2,1,5,34,10,11,32,44,44,44,44,0
5,2,2,3,1,1,-1,4,2,1,31,6,19,7,24,44,44,44,44,1
5,2,2,3,1,-1,-1,4,-1,1,0,22,28,3,34,44,44,44,44,3
6,0,3,0,1,0,-1,-1,4,1,28,33,8,15,12,10,44,44,44,1
7,0,0,1,4,-1,-1,-1,-1,1,21,15,17,5,18,11,26,44,44,0
8,2,3,2,2,-1,-1,-1,-1,1,22,5,10,21,6,14,26,32,44,3
7,2,0,0,3,-1,-1,-1,-1,1,26,4,5,16,25,23,21,44,44,0
7,1,0,0,3,2,-1,-1,-1,1,2,30,10,31,14,12,34,44,44,1
6,0,0,1,3,-1,-1,-1,-1,1,8,27,17,32,1,12,44,44,44,0
6,3,0,1,3,0,1,-1,-1,1,29,13,5,11,4,26,44,44,44,2
6,1,0,1,3,0,1,3,-1,1,14,34,16,9,31,23,44,44,44,3
4,1,2,3,0,-1,-1,2,1,1,34,25,2,10,44,44,44,44,44,0
3,0,1,0,2,-1,1,2,3,1,9,3,8,44,44,44,44,44,44,0
3,1,1,0,2,-1,-1,-1,-1,1,34,7,4,44,44,44,44,44,44,1
3,2,1,0,2,-1,1,-1,-1,1,24,20,2,44,44,44,44,44,44,2
2,0,2,1,0,-1,-1,2,2,1,20,31,44,44,44,44,44,44,44,0
1,0,3,2,0,-1,-1,-1,1,1,9,44,44,44,44,44,44,44,44,0
1,0,3,2,0,0,-1,-1,1,1,17,44,44,44,44,44,44,44,44,1
1,0,3,2,0,0,0,-1,1,1,14,44,44,44,44,44,44,44,44,2
1,1,3,2,0,-1,-1,-1,-1,1,3,44,44,44,44,44,44,44,44,3
9,2,3,3,0,3,-1,-1,3,1,26,28,30,16,14,19,27,7,10,1
9,3,1,0,0,-1,1,0,7,1,26,16,20,18,29,15,10,28,34,0
9,0,0,1,0,0,-1,-1,-1,1,12,4,16,33,17,29,5,6,21,1
1,0,0,3,0,0,-1,-1,-1,1,24,44,44,44,44,44,44,44,44,1
2,0,0,0,2,-1,-1,-1,-1,1,9,1,44,44,44,44,44,44,44,0
2,1,0,0,2,0,0,-1,-1,1,31,26,44,44,44,44,44,44,44,2
3,1,2,1,3,-1,-1,0,0,1,19,0,33,44,44,44,44,44,44,0
3,0,2,1,3,-1,-1,-1,-1,1,15,1,11,44,44,44,44,44,44,2
4,1,3,2,2,-1,-1,-1,2,1,0,7,21,34,44,44,44,44,44,0
4,2,3,2,2,-1,-1,-1,-1,1,20,11,10,19,44,44,44,44,44,3
5,2,3,3,0,-1,-1,-1,5,1,8,20,18,34,6,44,44,44,44,0
6,1,1,0,1,-1,1,6,4,1,20,9,30,12,34,18,44,44,44,0
7,1,2,1,0,-1,-1,1,7,1,25,22,10,24,19,12,5,44,44,0
7,1,2,1,0,-1,-1,-1,-1,1,13,20,1,11,14,30,8,44,44,2
8,0,0,2,4,-1,-1,-1,-1,1,2,16,11,30,1,21,25,13,44,0
9,1,1,3,4,-1,1,2,2,1,29,21,27,10,23,3,14,15,34,0
9,1,1,3,4,-1,-1,-1,-1,1,8,7,4,25,31,17,5,18,34,1
9,1,3,1,4,1,1,-1,9,1,17,19,18,15,13,7,20,29,32,2
9,0,3,2,4,0,-1,-1,2,1,2,3,4,28,25,10,13,14,7,1
7,1,2,0,0,-1,-1,2,6,1,13,33,11,22,25,21,8,44,44,0
7,1,2,0,0,1,-1,2,6,1,18,4,7,27,15,28,32,44,44,1
6,0,2,1,0,-1,-1,6,2,1,8,10,13,17,32,28,44,44,44,0
6,1,2,1,0,0,-1,6,2,1,0,19,34,7,33,21,44,44,44,1
5,0,3,2,3,-1,-1,-1,3,1,12,13,30,17,2,44,44,44,44,0
4,0,1,3,0,-1,-1,-1,-1,1,0,4,2,32,44,44,44,44,44,1
4,4,1,3,0,-1,0,-1,-1,1,24,3,15,30,44,44,44,44,44,2
2,0,2,1,2,-1,-1,1,2,1,1,33,44,44,44,44,44,44,44,0
1,0,2,2,3,-1,-1,1,0,1,18,44,44,44,44,44,44,44,44,0
1,1,2,2,3,-1,-1,-1,-1,1,8,44,44,44,44,44,44,44,44,2
1,0,2,2,3,-1,-1,1,-1,1,23,44,44,44,44,44,44,44,44,3
9,5,0,1,3,1,2,2,-1,1,4,22,9,33,20,5,25,1,2,3
1,0,0,3,2,0,-1,-1,-1,1,2,44,44,44,44,44,44,44,44,1
1,0,0,3,2,0,0,1,-1,1,31,44,44,44,44,44,44,44,44,3
2,0,0,0,0,1,-1,-1,-1,1,33,8,44,44,44,44,44,44,44,1
2,0,0,0,0,1,0,-1,-1,1,17,7,44,44,44,44,44,44,44,2
2,0,0,0,0,1,0,0,-1,1,5,28,44,44,44,44,44,44,44,3
3,0,0,1,0,0,-1,-1,-1,1,12,11,21,44,44,44,44,44,44,1
4,0,2,2,1,-1,-1,4,4,1,0,28,25,17,44,44,44,44,44,0
4,0,2,2,1,0,-1,4,4,1,6,14,11,1,44,44,44,44,44,1
4,4,2,2,1,-1,-1,-1,-1,1,34,19,12,24,44,44,44,44,44,2
5,0,2,3,0,-1,-1,2,0,1,16,12,32,31,33,44,44,44,44,0
5,3,2,3,0,0,-1,2,0,1,14,18,30,34,0,44,44,44,44,1
7,1,0,1,2,-1,-1,-1,-1,1,31,4,7,26,6,16,28,44,44,0
9,0,3,3,0,2,-1,-1,7,1,27,23,17,4,3,9,28,31,29,1
9,1,2,1,0,-1,-1,0,3,1,9,17,15,23,25,2,22,10,14,0
9,3,2,1,0,-1,-1,0,-1,1,8,34,12,19,21,0,18,16,34,3
9,1,1,2,0,-1,3,2,9,1,24,15,25,6,17,0,21,33,30,0
7,1,3,0,3,-1,-1,-1,5,1,34,23,17,22,12,8,30,44,44,0
7,2,3,0,3,1,-1,-1,5,1,29,3,32,33,2,4,16,44,44,1
5,1,0,2,1,2,-1,-1,-1,1,15,18,12,27,29,44,44,44,44,1
4,0,0,3,0,0,-1,-1,-1,1,4,23,28,17,44,44,44,44,44,1
4,0,0,3,0,0,0,1,-1,1,32,24,11,34,44,44,44,44,44,3
3,0,0,0,4,0,-1,-1,-1,1,0,9,5,44,44,44,44,44,44,1
2,0,2,1,2,1,-1,0,2,1,2,8,44,44,44,44,44,44,44,1
1,0,3,2,1,-1,-1,-1,0,1,32,44,44,44,44,44,44,44,44,0
1,1,3,2,1,0,-1,-1,0,1,19,44,44,44,44,44,44,44,44,1
1,0,3,2,1,-1,-1,-1,-1,1,33,44,44,44,44,44,44,44,44,3
9,0,2,1,1,1,-1,8,0,1,24,29,26,8,21,10,14,9,30,1
1,1,3,2,0,-1,-1,-1,1,1,34,44,44,44,44,44,44,44,44,0
1,0,3,2,0,1,-1,-1,1,1,10,44,44,44,44,44,44,44,44,1
1,0,3,2,0,1,0,-1,1,1,11,44,44,44,44,44,44,44,44,2
2,0,0,3,0,-1,-1,-1,-1,1,32,23,44,44,44,44,44,44,44,0
4,1,1,1,3,-1,1,2,-1,1,27,23,2,16,44,44,44,44,44,3
5,0,3,2,2,1,-1,-1,3,1,18,13,31,16,21,44,44,44,44,1
8,1,0,1,2,-1,-1,-1,-1,1,21,19,11,9,34,16,26,29,44,0
9,1,1,0,2,-1,1,0,6,1,20,16,24,25,11,10,22,13,18,0
9,2,2,1,2,-1,-1,5,0,1,34,15,31,0,21,33,8,24,9,0
8,0,2,2,3,-1,-1,6,2,1,27,28,11,14,6,13,30,26,44,0
6,0,0,0,4,0,-1,-1,-1,1,13,2,16,11,18,17,44,44,44,1
5,0,3,1,3,4,-1,-1,5,1,15,26,4,5,32,44,44,44,44,1
4,0,0,2,3,-1,-1,-1,-1,1,14,17,27,15,44,44,44,44,44,0
4,0,0,2,3,0,1,-1,-1,1,19,18,4,24,44,44,44,44,44,2
4,0,0,2,3,0,1,0,-1,1,22,0,6,28,44,44,44,44,44,3
3,0,1,3,0,-1,0,2,1,1,32,23,8,44,44,44,44,44,44,0
3,2,1,3,0,-1,0,-1,-1,1,7,9,28,44,44,44,44,44,44,2
2,1,2,0,0,-1,-1,0,2,1,18,1,44,44,44,44,44,44,44,0
1,0,2,1,0,-1,-1,1,1,1,12,44,44,44,44,44,44,44,44,0
1,1,2,1,0,-1,-1,1,-1,1,34,44,44,44,44,44,44,44,44,3
9,1,3,2,0,2,-1,-1,8,1,3,30,14,21,12,27,6,25,5,1
9,3,3,0,0,-1,-1,-1,1,1,8,31,9,34,12,10,22,27,30,0
1,0,2,1,3,-1,-1,1,0,1,24,44,44,44,44,44,44,44,44,0
2,0,3,2,3,-1,-1,-1,1,1,3,14,44,44,44,44,44,44,44,0
3,0,1,3,3,-1,0,1,1,1,28,17,0,44,44,44,44,44,44,0
3,0,1,3,3,-1,-1,-1,-1,1,7,3,1,44,44,44,44,44,44,1
5,2,1,1,3,-1,0,1,1,1,12,29,34,0,22,44,44,44,44,0
5,1,1,1,3,-1,0,-1,-1,1,34,32,4,6,16,44,44,44,44,2
5,1,1,1,3,-1,0,1,-1,1,20,25,17,10,5,44,44,44,44,3
6,0,1,2,4,-1,-1,-1,-1,1,4,7,14,26,12,22,44,44,44,1
7,2,2,3,3,-1,-1,4,6,1,7,33,34,0,12,27,6,44,44,0
8,3,1,0,2,-1,0,6,8,1,20,33,21,34,28,14,3,25,44,0
9,3,1,1,2,-1,0,8,1,1,1,26,34,20,3,29,30,7,24,0
9,0,1,1,2,-1,-1,-1,-1,1,9,33,15,18,14,22,16,13,4,1
6,1,1,3,3,-1,0,4,0,1,11,34,2,13,8,26,44,44,44,0
6,0,1,3,3,-1,-1,-1,-1,1,27,3,18,16,23,32,44,44,44,1
5,0,3,0,1,-1,-1,-1,3,1,6,7,5,17,22,44,44,44,44,0
5,1,3,0,1,0,-1,-1,3,1,33,34,12,25,2,44,44,44,44,1
4,2,3,1,0,-1,-1,-1,3,1,20,27,26,22,44,44,44,44,44,0
4,1,3,1,0,2,-1,-1,3,1,31,12,4,30,44,44,44,44,44,1
3,0,1,2,0,-1,-1,-1,-1,1,3,11,9,44,44,44,44,44,44,1
3,0,1,2,0,-1,0,-1,-1,1,15,7,16,44,44,44,44,44,44,2
3,3,1,2,0,-1,0,0,-1,1,24,18,10,44,44,44,44,44,44,3
2,0,3,3,2,0,-1,-1,0,1,14,25,44,44,44,44,44,44,44,1
1,0,0,0,1,-1,-1,-1,-1,1,11,44,44,44,44,44,44,44,44,0
1,0,0,0,1,0,-1,-1,-1,1,9,44,44,44,44,44,44,44,44,1
1,1,0,0,1,0,0,-1,-1,1,34,44,44,44,44,44,44,44,44,2
9,1,2,1,1,4,-1,5,4,1,18,2,28,3,6,34,8,21,22,1
9,1,0,2,1,-1,-1,-1,-1,1,27,0,25,20,22,32,29,5,12,0
9,0,0,2,1,1,2,-1,-1,1,9,8,24,10,3,16,19,14,6,2
9,4,1,3,1,-1,0,0,9,1,27,34,0,20,29,23,17,19,26,0
9,0,1,3,1,-1,-1,-1,-1,1,14,6,16,7,9,28,5,8,13,1
1,0,3,2,2,-1,-1,-1,0,1,11,44,44,44,44,44,44,44,44,0
1,0,3,2,2,0,-1,-1,0,1,9,44,44,44,44,44,44,44,44,1
2,1,3,3,2,-1,-1,-1,2,1,24,5,44,44,44,44,44,44,44,0
2,0,3,3,2,1,-1,-1,2,1,9,11,44,44,44,44,44,44,44,1
2,1,3,3,2,1,0,-1,2,1,20,18,44,44,44,44,44,44,44,2
3,0,2,0,4,-1,-1,2,2,1,5,12,28,44,44,44,44,44,44,0
3,0,2,0,4,0,-1,2,2,1,7,8,31,44,44,44,44,44,44,1
4,0,2,1,2,0,-1,4,3,1,1,2,18,9,44,44,44,44,44,1
5,1,3,2,2,-1,-1,-1,1,1,11,9,24,27,17,44,44,44,44,0
5,0,3,2,2,1,-1,-1,1,1,7,29,6,21,16,44,44,44,44,1
6,1,3,3,0,-1,-1,-1,6,1,14,3,29,32,6,30,44,44,44,0
7,0,2,0,2,-1,-1,-1,-1,1,6,11,0,31,3,15,33,44,44,2
8,1,3,1,3,-1,-1,-1,-1,1,15,26,2,25,18,4,5,9,44,3
9,1,0,2,3,-1,-1,-1,-1,1,23,28,21,2,19,8,9,3,22,0
9,1,2,3,3,-1,-1,4,4,1,10,11,8,15,34,31,0,14,32,0
9,2,2,3,3,1,-1,4,4,1,33,9,29,23,1,17,3,5,30,1
9,4,2,3,3,-1,-1,-1,-1,1,12,19,7,24,6,13,28,34,16,2
8,2,1,2,3,-1,-1,-1,-1,1,3,26,29,21,0,18,30,27,44,1
7,0,2,3,3,-1,-1,7,4,1,22,2,16,6,1,28,19,44,44,0
7,2,2,3,3,0,-1,7,4,1,29,27,4,34,24,10,7,44,44,1
5,1,2,1,3,-1,-1,4,5,1,34,1,13,0,5,44,44,44,44,0
4,0,3,2,3,0,-1,-1,0,1,26,22,32,16,44,44,44,44,44,1
4,0,3,2,3,0,0,-1,0,1,7,12,6,15,44,44,44,44,44,2
4,0,3,2,3,-1,-1,-1,-1,1,20,2,34,24,44,44,44,44,44,3
3,0,0,3,2,2,-1,-1,-1,1,16,13,5,44,44,44,44,44,44,1
2,0,0,0,0,-1,-1,-1,-1,1,12,2,44,44,44,44,44,44,44,0
2,1,0,0,0,0,0,-1,-1,1,29,9,44,44,44,44,44,44,44,2
1,0,2,1,2,-1,-1,0,1,1,19,44,44,44,44,44,44,44,44,0
1,0,2,1,2,0,-1,0,1,1,31,44,44,44,44,44,44,44,44,1
9,0,1,1,2,-1,1,-1,-1,1,19,6,32,1,27,7,18,2,29,2
1,1,0,3,1,-1,-1,-1,-1,1,34,44,44,44,44,44,44,44,44,0
1,0,0,3,1,1,-1,-1,-1,1,10,44,44,44,44,44,44,44,44,1
2,0,0,0,2,-1,-1,-1,-1,1,0,27,44,44,44,44,44,44,44,0
2,0,0,0,2,0,-1,-1,-1,1,30,9,44,44,44,44,44,44,44,1
2,2,0,0,2,0,0,-1,-1,1,28,25,44,44,44,44,44,44,44,2
3,1,2,1,3,-1,-1,0,3,1,19,17,34,44,44,44,44,44,44,0
3,0,2,1,3,-1,-1,-1,-1,1,22,6,15,44,44,44,44,44,44,2
6,1,0,0,0,-1,-1,-1,-1,1,13,19,11,26,25,15,44,44,44,0
7,0,1,1,3,-1,-1,-1,-1,1,15,11,24,31,12,8,23,44,44,1
9,1,0,0,0,0,-1,-1,-1,1,2,7,16,25,32,12,22,28,5,1
7,0,2,0,2,3,-1,5,4,1,14,31,25,11,22,0,6,44,44,1
6,1,0,1,2,1,-1,-1,-1,1,9,19,15,8,33,28,44,44,44,1
5,2,0,2,0,-1,-1,-1,-1,1,22,20,8,13,18,44,44,44,44,0
5,0,0,2,0,2,-1,-1,-1,1,15,11,21,16,1,44,44,44,44,1
5,1,0,2,0,2,0,-1,-1,1,7,32,2,34,17,44,44,44,44,2
5,2,0,2,0,2,0,1,-1,1,28,0,25,27,12,44,44,44,44,3
4,1,0,3,1,-1,-1,-1,-1,1,13,27,32,4,44,44,44,44,44,0
3,0,0,0,3,-1,-1,-1,-1,1,1,14,32,44,44,44,44,44,44,0
3,1,0,0,3,0,-1,-1,-1,1,34,2,31,44,44,44,44,44,44,1
2,0,2,1,1,-1,-1,1,2,1,3,6,44,44,44,44,44,44,44,0
1,0,2,2,0,-1,-1,0,1,1,16,44,44,44,44,44,44,44,44,0
1,0,2,2,0,0,-1,0,1,1,20,44,44,44,44,44,44,44,44,1
9,3,2,3,0,-1,-1,-1,-1,1,34,4,15,33,18,10,7,21,32,2
9,0,3,1,0,-1,-1,-1,1,1,21,33,25,0,4,20,19,13,28,0
9,2,1,2,0,-1,1,-1,-1,1,8,18,0,25,20,2,33,24,11,2
1,0,3,2,0,-1,-1,-1,0,1,15,44,44,44,44,44,44,44,44,0
1,0,3,2,0,0,-1,-1,0,1,29,44,44,44,44,44,44,44,44,1
2,2,3,3,1,-1,-1,-1,1,1,19,34,44,44,44,44,44,44,44,0
2,0,3,3,1,2,-1,-1,1,1,7,9,44,44,44,44,44,44,44,1
3,0,0,0,4,-1,-1,-1,-1,1,3,0,4,44,44,44,44,44,44,0
3,0,0,0,4,0,-1,-1,-1,1,1,5,13,44,44,44,44,44,44,1
4,0,2,1,1,-1,-1,2,3,1,28,20,33,14,44,44,44,44,44,0
4,0,2,1,1,0,-1,2,3,1,12,25,8,22,44,44,44,44,44,1
5,0,3,2,1,-1,-1,-1,-1,1,2,15,6,13,1,44,44,44,44,3
7,0,0,0,0,1,-1,-1,-1,1,24,9,11,20,12,6,16,44,44,1
8,2,0,1,1,1,-1,-1,-1,1,27,24,12,5,8,23,17,14,44,1
9,0,1,2,1,-1,-1,-1,-1,1,7,1,12,4,15,17,20,14,33,1
9,4,1,2,1,-1,0,5,-1,1,34,32,29,21,8,11,22,23,28,3
9,1,3,3,1,1,-1,-1,6,1,5,29,25,17,8,0,19,28,12,1
7,0,2,3,1,-1,-1,6,-1,1,3,9,10,34,34,26,6,44,44,3
6,2,2,0,3,0,-1,2,6,1,16,20,17,33,34,32,44,44,44,1
6,2,2,0,3,-1,-1,-1,-1,1,9,4,18,34,7,0,44,44,44,2
5,1,0,1,2,-1,-1,-1,-1,1,11,34,0,13,33,44,44,44,44,0
3,0,1,3,0,-1,2,2,0,1,14,24,1,44,44,44,44,44,44,0
3,2,1,3,0,-1,2,-1,-1,1,7,18,28,44,44,44,44,44,44,2
3,0,1,3,0,-1,2,2,-1,1,21,10,16,44,44,44,44,44,44,3
2,0,2,0,2,-1,-1,2,0,1,13,30,44,44,44,44,44,44,44,0
2,0,2,0,2,0,-1,2,0,1,17,0,44,44,44,44,44,44,44,1
2,2,2,0,2,-1,-1,-1,-1,1,29,11,44,44,44,44,44,44,44,2
2,0,2,0,2,-1,-1,2,-1,1,18,6,44,44,44,44,44,44,44,3
1,1,2,1,3,-1,-1,1,1,1,34,44,44,44,44,44,44,44,44,0
1,0,2,1,3,1,-1,1,1,1,27,44,44,44,44,44,44,44,44,1
9,1,2,1,3,1,-1,7,8,1,22,20,34,2,1,32,15,9,17,1
1,0,1,0,0,-1,-1,-1,-1,1,17,44,44,44,44,44,44,44,44,1
1,1,1,0,0,-1,0,-1,-1,1,14,44,44,44,44,44,44,44,44,2
2,0,2,1,4,-1,-1,2,0,1,20,3,44,44,44,44,44,44,44,0
2,0,2,1,4,0,-1,2,0,1,24,6,44,44,44,44,44,44,44,1
2,2,2,1,4,-1,-1,-1,-1,1,5,31,44,44,44,44,44,44,44,2
2,0,2,1,4,-1,-1,2,-1,1,2,8,44,44,44,44,44,44,44,3
3,0,2,2,1,-1,-1,1,1,1,10,9,26,44,44,44,44,44,44,0
3,0,2,2,1,0,-1,1,1,1,18,7,13,44,44,44,44,44,44,1
3,1,2,2,1,-1,-1,-1,-1,1,27,28,0,44,44,44,44,44,44,2
5,1,0,0,2,2,1,4,-1,1,18,32,4,20,0,44,44,44,44,3
8,1,1,3,3,-1,1,0,2,1,34,15,17,3,31,14,16,18,44,0
8,0,1,3,3,-1,1,-1,-1,1,1,0,11,25,27,20,19,32,44,2
8,2,1,3,3,-1,1,0,-1,1,33,7,2,4,26,9,22,12,44,3
9,1,1,0,3,-1,2,0,1,1,11,26,2,8,18,0,20,13,34,0
9,1,3,1,3,1,-1,-1,2,1,19,4,6,0,18,5,8,33,16,1
9,1,0,2,3,-1,-1,-1,-1,1,12,32,0,1,8,20,21,28,17,0
5,1,0,3,1,-1,-1,-1,-1,1,34,20,12,9,1,44,44,44,44,0
3,0,3,1,0,0,-1,-1,2,1,15,32,4,44,44,44,44,44,44,1
3,1,3,1,0,0,0,-1,2,1,24,21,25,44,44,44,44,44,44,2
2,0,2,2,3,-1,-1,0,1,1,2,31,44,44,44,44,44,44,44,0
2,0,2,2,3,0,-1,0,1,1,23,3,44,44,44,44,44,44,44,1
2,1,2,2,3,-1,-1,0,-1,1,4,29,44,44,44,44,44,44,44,3
1,1,3,3,1,-1,-1,-1,0,1,34,44,44,44,44,44,44,44,44,0
1,0,3,3,1,-1,-1,-1,-1,1,9,44,44,44,44,44,44,44,44,3
9,1,2,1,1,-1,-1,3,5,1,6,4,10,17,0,8,16,34,18,0
9,1,3,2,1,-1,-1,-1,3,1,15,16,19,3,25,13,12,1,0,0
9,3,3,2,1,-1,-1,-1,-1,1,9,27,21,32,11,5,20,14,34,3
1,0,0,3,4,0,-1,-1,-1,1,23,44,44,44,44,44,44,44,44,1
2,0,0,0,4,0,-1,-1,-1,1,28,1,44,44,44,44,44,44,44,1
2,0,0,0,4,0,0,2,-1,1,15,12,44,44,44,44,44,44,44,3
4,1,1,2,2,-1,-1,-1,-1,1,22,30,34,21,44,44,44,44,44,1
5,1,0,3,3,-1,-1,-1,-1,1,21,15,23,10,14,44,44,44,44,0
6,1,1,0,1,-1,2,3,2,1,29,25,6,34,3,28,44,44,44,0
6,2,1,0,1,-1,2,3,-1,1,5,7,31,9,0,24,44,44,44,3
7,0,0,1,2,-1,-1,-1,-1,1,5,17,26,18,10,9,12,44,44,0
8,1,1,2,3,-1,1,8,5,1,18,9,24,14,21,31,15,0,44,0
9,1,1,1,3,-1,1,2,8,1,23,14,5,25,28,8,16,17,20,0
9,2,1,1,3,-1,1,-1,-1,1,12,13,0,33,18,31,1,34,24,2
9,2,3,2,3,3,-1,-1,3,1,24,17,33,19,21,8,1,3,7,1
6,0,3,1,2,-1,-1,-1,4,1,21,9,22,12,17,13,44,44,44,0
5,1,3,2,1,-1,-1,-1,5,1,25,34,12,5,29,44,44,44,44,0
5,0,3,2,1,1,1,-1,5,1,30,26,15,9,22,44,44,44,44,2
4,1,3,3,3,-1,-1,-1,2,1,7,15,33,6,44,44,44,44,44,0
2,0,2,1,3,0,-1,2,0,1,0,10,44,44,44,44,44,44,44,1
2,0,2,1,3,-1,-1,2,-1,1,32,20,44,44,44,44,44,44,44,3
1,0,0,2,3,0,-1,-1,-1,1,3,44,44,44,44,44,44,44,44,1
9,1,1,1,3,-1,2,8,0,1,33,31,30,28,22,15,0,20,8,0
9,1,3,2,3,1,-1,-1,8,1,28,12,4,24,34,14,11,17,6,1
1,0,1,0,2,-1,0,1,0,1,23,44,44,44,44,44,44,44,44,0
1,0,1,0,2,-1,-1,-1,-1,1,26,44,44,44,44,44,44,44,44,1
2,0,3,1,2,-1,-1,-1,0,1,1,25,44,44,44,44,44,44,44,0
2,1,3,1,2,0,-1,-1,0,1,28,2,44,44,44,44,44,44,44,1
3,0,3,2,0,-1,-1,-1,1,1,21,33,0,44,44,44,44,44,44,0
3,1,3,2,0,-1,-1,-1,-1,1,32,34,15,44,44,44,44,44,44,3
4,1,1,3,0,-1,2,-1,-1,1,19,17,7,22,44,44,44,44,44,2
5,0,1,0,2,-1,1,2,5,1,4,1,23,33,15,44,44,44,44,0
5,1,1,0,2,-1,-1,-1,-1,1,30,9,26,7,20,44,44,44,44,1
6,2,2,1,0,-1,-1,6,6,1,12,30,34,29,9,10,44,44,44,0
7,2,2,2,2,-1,-1,7,7,1,22,34,33,11,24,6,18,44,44,0
8,0,2,3,4,-1,-1,0,1,1,31,10,20,12,32,19,9,28,44,0
9,0,3,0,4,0,-1,-1,4,1,16,5,20,3,28,19,27,2,25,1
9,1,3,1,4,1,-1,-1,9,1,4,25,1,3,15,18,20,34,28,1
9,0,1,3,4,-1,-1,-1,-1,1,17,29,12,2,27,22,30,7,23,1
9,0,1,3,4,-1,0,2,-1,1,5,3,13,11,18,26,0,31,19,3
8,3,2,0,0,-1,-1,3,1,1,13,25,30,0,12,27,18,34,44,0
7,1,0,1,3,0,-1,-1,-1,1,16,9,34,11,19,20,28,44,44,1
